respcolor,stimcolor,trialnum,subject,stimword,reaction_time
Y,Y,1.0,156772.0,Y,1389.0
G,G,2.0,156772.0,G,2043.0
R,R,3.0,156772.0,R,1389.0
Y,Y,4.0,156772.0,Y,1092.0
G,G,5.0,156772.0,G,1310.0
R,R,6.0,156772.0,R,920.0
B,B,7.0,156772.0,B,1529.0
Y,Y,8.0,156772.0,Y,936.0
B,B,9.0,156772.0,B,1467.0
G,G,10.0,156772.0,G,1045.0
B,B,11.0,156772.0,B,1123.0
R,R,12.0,156772.0,R,1061.0
Y,Y,13.0,156772.0,Y,1029.0
R,R,14.0,156772.0,R,1732.0
Y,Y,15.0,156772.0,Y,1560.0
R,R,16.0,156772.0,R,1279.0
B,B,17.0,156772.0,B,1435.0
G,G,18.0,156772.0,G,952.0
B,B,19.0,156772.0,B,1326.0
G,G,20.0,156772.0,G,1185.0
R,R,21.0,156772.0,R,999.0
Y,Y,22.0,156772.0,Y,1029.0
G,G,23.0,156772.0,G,1170.0
Y,Y,24.0,156772.0,Y,968.0
G,G,25.0,156772.0,G,936.0
Y,Y,26.0,156772.0,Y,936.0
R,R,27.0,156772.0,R,1435.0
B,B,28.0,156772.0,B,951.0
G,G,29.0,156772.0,G,905.0
Y,Y,30.0,156772.0,Y,733.0
R,R,31.0,156772.0,R,843.0
Y,Y,32.0,156772.0,Y,905.0
B,B,33.0,156772.0,B,858.0
Y,Y,34.0,156772.0,Y,857.0
R,R,35.0,156772.0,R,1014.0
G,G,36.0,156772.0,G,1420.0
Y,Y,37.0,156772.0,Y,764.0
B,B,38.0,156772.0,B,718.0
R,R,39.0,156772.0,R,1404.0
G,G,40.0,156772.0,G,718.0
Y,Y,41.0,156772.0,Y,639.0
B,B,42.0,156772.0,B,702.0
Y,Y,43.0,156772.0,Y,718.0
R,R,44.0,156772.0,R,998.0
G,G,45.0,156772.0,G,1264.0
B,B,46.0,156772.0,Y,1264.0
R,R,47.0,156772.0,G,1357.0
Y,Y,48.0,156772.0,R,1732.0
B,B,49.0,156772.0,G,1762.0
Y,Y,50.0,156772.0,R,1576.0
G,G,51.0,156772.0,Y,1966.0
R,R,52.0,156772.0,B,1669.0
B,B,53.0,156772.0,Y,1669.0
R,R,54.0,156772.0,G,1685.0
G,G,55.0,156772.0,R,1450.0
B,B,56.0,156772.0,G,1404.0
Y,Y,57.0,156772.0,R,1420.0
R,R,58.0,156772.0,G,2387.0
G,G,59.0,156772.0,Y,1763.0
Y,Y,60.0,156772.0,B,1622.0
R,R,61.0,156772.0,G,1326.0
Y,G,62.0,156772.0,Y,1591.0
Y,Y,63.0,156772.0,B,1716.0
B,B,64.0,156772.0,G,1841.0
G,G,65.0,156772.0,Y,1669.0
R,R,66.0,156772.0,G,1466.0
G,G,67.0,156772.0,Y,1467.0
Y,Y,68.0,156772.0,B,1544.0
R,R,69.0,156772.0,G,1420.0
B,B,70.0,156772.0,Y,1435.0
Y,R,71.0,156772.0,G,1981.0
B,Y,72.0,156772.0,B,1576.0
R,R,73.0,156772.0,G,1840.0
G,G,74.0,156772.0,B,1358.0
B,B,75.0,156772.0,G,1653.0
Y,Y,76.0,156772.0,B,1420.0
G,G,77.0,156772.0,R,1544.0
B,B,78.0,156772.0,G,1560.0
G,G,79.0,156772.0,B,1311.0
B,B,80.0,156772.0,Y,1450.0
Y,Y,81.0,156772.0,G,1872.0
G,G,82.0,156772.0,Y,1857.0
R,R,83.0,156772.0,G,1872.0
B,B,84.0,156772.0,R,1216.0
G,G,85.0,156772.0,Y,1217.0
Y,Y,86.0,156772.0,R,1435.0
R,R,87.0,156772.0,G,1342.0
Y,Y,88.0,156772.0,B,1435.0
R,R,89.0,156772.0,G,1357.0
Y,Y,90.0,156772.0,B,1358.0
G,Y,1.0,156839.0,G,5770.0
G,G,2.0,156839.0,R,1848.0
R,R,3.0,156839.0,B,2176.0
G,B,4.0,156839.0,G,888.0
B,Y,5.0,156839.0,R,1176.0
B,R,6.0,156839.0,B,768.0
G,G,7.0,156839.0,R,368.0
B,B,8.0,156839.0,Y,672.0
G,G,9.0,156839.0,R,247.0
B,R,10.0,156839.0,Y,200.0
B,Y,11.0,156839.0,G,464.0
G,B,12.0,156839.0,R,151.0
B,Y,13.0,156839.0,G,192.0
G,G,14.0,156839.0,Y,184.0
B,Y,15.0,156839.0,R,175.0
G,B,16.0,156839.0,Y,184.0
B,Y,17.0,156839.0,R,184.0
G,G,18.0,156839.0,Y,135.0
B,B,19.0,156839.0,G,208.0
G,G,20.0,156839.0,B,128.0
B,R,21.0,156839.0,Y,200.0
G,Y,22.0,156839.0,B,119.0
B,R,23.0,156839.0,Y,200.0
G,Y,24.0,156839.0,B,144.0
B,B,25.0,156839.0,R,208.0
B,G,26.0,156839.0,Y,1240.0
G,Y,27.0,156839.0,R,264.0
B,G,28.0,156839.0,Y,192.0
G,B,29.0,156839.0,R,160.0
B,G,30.0,156839.0,B,208.0
G,B,31.0,156839.0,G,144.0
B,R,32.0,156839.0,Y,264.0
G,B,33.0,156839.0,R,176.0
B,R,34.0,156839.0,G,200.0
G,Y,35.0,156839.0,R,160.0
B,R,36.0,156839.0,G,200.0
G,G,37.0,156839.0,Y,144.0
B,Y,38.0,156839.0,B,200.0
G,G,39.0,156839.0,Y,151.0
B,Y,40.0,156839.0,R,192.0
G,R,41.0,156839.0,Y,168.0
B,B,42.0,156839.0,G,168.0
G,R,43.0,156839.0,B,184.0
B,B,44.0,156839.0,Y,248.0
G,G,45.0,156839.0,B,496.0
Y,Y,46.0,156839.0,Y,2150.0
G,G,47.0,156839.0,G,1920.0
G,Y,48.0,156839.0,Y,1984.0
B,B,49.0,156839.0,B,1136.0
Y,Y,50.0,156839.0,Y,792.0
G,R,51.0,156839.0,R,696.0
Y,Y,52.0,156839.0,Y,712.0
G,R,53.0,156839.0,R,1848.0
Y,Y,54.0,156839.0,Y,504.0
B,R,55.0,156839.0,R,128.0
G,G,56.0,156839.0,G,848.0
Y,Y,57.0,156839.0,Y,488.0
G,B,58.0,156839.0,B,472.0
Y,G,59.0,156839.0,G,544.0
G,Y,60.0,156839.0,Y,464.0
Y,G,61.0,156839.0,G,464.0
G,R,62.0,156839.0,R,448.0
G,G,63.0,156839.0,G,432.0
Y,R,64.0,156839.0,R,432.0
G,G,65.0,156839.0,G,472.0
Y,Y,66.0,156839.0,Y,464.0
G,B,67.0,156839.0,B,1128.0
G,Y,68.0,156839.0,Y,376.0
G,G,69.0,156839.0,G,456.0
G,R,70.0,156839.0,R,472.0
G,G,71.0,156839.0,G,560.0
Y,B,72.0,156839.0,B,904.0
G,Y,73.0,156839.0,Y,680.0
G,B,74.0,156839.0,B,1904.0
G,G,75.0,156839.0,G,600.0
G,Y,76.0,156839.0,Y,552.0
Y,B,77.0,156839.0,B,592.0
G,Y,78.0,156839.0,Y,592.0
Y,B,79.0,156839.0,B,536.0
G,Y,80.0,156839.0,Y,472.0
G,G,81.0,156839.0,G,840.0
Y,Y,82.0,156839.0,Y,624.0
G,B,83.0,156839.0,B,624.0
B,Y,84.0,156839.0,Y,424.0
B,R,85.0,156839.0,R,504.0
B,Y,86.0,156839.0,Y,504.0
B,R,87.0,156839.0,R,360.0
B,B,88.0,156839.0,B,224.0
G,Y,89.0,156839.0,Y,320.0
Y,B,90.0,156839.0,B,360.0
G,G,3.0,156880.0,Y,4992.0
Y,Y,4.0,156880.0,R,1904.0
R,R,5.0,156880.0,G,5320.0
Y,Y,6.0,156880.0,R,3432.0
B,B,7.0,156880.0,G,3856.0
Y,Y,8.0,156880.0,R,1536.0
B,B,9.0,156880.0,G,1656.0
R,R,10.0,156880.0,B,1872.0
B,B,11.0,156880.0,G,2088.0
G,G,12.0,156880.0,B,5256.0
G,G,14.0,156880.0,B,1552.0
B,B,15.0,156880.0,Y,2208.0
Y,Y,16.0,156880.0,B,1648.0
B,B,17.0,156880.0,G,1752.0
R,R,18.0,156880.0,Y,5344.0
B,B,19.0,156880.0,R,3432.0
R,R,20.0,156880.0,B,1968.0
Y,Y,21.0,156880.0,G,1440.0
R,R,22.0,156880.0,B,1599.0
G,G,23.0,156880.0,R,1711.0
R,R,24.0,156880.0,B,1560.0
B,B,25.0,156880.0,G,2856.0
G,G,26.0,156880.0,Y,1888.0
B,B,27.0,156880.0,R,1512.0
Y,Y,28.0,156880.0,G,1904.0
G,G,29.0,156880.0,B,2799.0
B,B,30.0,156880.0,Y,1648.0
Y,Y,31.0,156880.0,G,1551.0
B,B,32.0,156880.0,R,1360.0
R,R,33.0,156880.0,B,1447.0
B,B,34.0,156880.0,G,3256.0
G,G,35.0,156880.0,Y,3560.0
R,R,36.0,156880.0,G,1615.0
G,G,37.0,156880.0,R,1655.0
Y,Y,38.0,156880.0,G,1599.0
B,B,39.0,156880.0,Y,2455.0
G,G,40.0,156880.0,B,2423.0
B,B,41.0,156880.0,R,1575.0
G,G,42.0,156880.0,Y,2623.0
Y,Y,43.0,156880.0,R,1687.0
G,G,44.0,156880.0,B,1591.0
R,R,45.0,156880.0,Y,2240.0
R,R,47.0,156880.0,R,1424.0
B,B,48.0,156880.0,B,1968.0
R,R,49.0,156880.0,R,1440.0
R,R,51.0,156880.0,R,5760.0
Y,Y,52.0,156880.0,Y,3200.0
R,R,53.0,156880.0,R,1224.0
Y,Y,54.0,156880.0,Y,1104.0
B,B,55.0,156880.0,B,1360.0
G,G,56.0,156880.0,G,2152.0
R,R,57.0,156880.0,R,1248.0
B,B,58.0,156880.0,B,1152.0
G,G,59.0,156880.0,G,1504.0
R,R,60.0,156880.0,R,1592.0
G,G,61.0,156880.0,G,1400.0
R,R,62.0,156880.0,R,1096.0
G,G,63.0,156880.0,G,1016.0
Y,Y,64.0,156880.0,Y,1120.0
R,R,65.0,156880.0,R,2032.0
Y,Y,66.0,156880.0,Y,1072.0
B,B,67.0,156880.0,B,1136.0
R,R,68.0,156880.0,R,1008.0
Y,Y,69.0,156880.0,Y,976.0
B,B,70.0,156880.0,B,992.0
Y,Y,71.0,156880.0,Y,1048.0
G,G,72.0,156880.0,G,1040.0
R,R,73.0,156880.0,R,1080.0
G,G,74.0,156880.0,G,1024.0
B,B,75.0,156880.0,B,1144.0
R,R,76.0,156880.0,R,952.0
G,G,77.0,156880.0,G,1008.0
B,B,78.0,156880.0,B,1264.0
Y,Y,79.0,156880.0,Y,1000.0
B,B,80.0,156880.0,B,968.0
Y,Y,81.0,156880.0,Y,1000.0
R,R,82.0,156880.0,R,1192.0
Y,Y,83.0,156880.0,Y,944.0
B,B,84.0,156880.0,B,936.0
Y,Y,85.0,156880.0,Y,896.0
G,G,86.0,156880.0,G,936.0
Y,Y,87.0,156880.0,Y,944.0
R,R,88.0,156880.0,R,984.0
G,G,89.0,156880.0,G,1096.0
R,R,90.0,156880.0,R,984.0
G,G,3.0,156881.0,Y,4992.0
Y,Y,4.0,156881.0,R,1904.0
R,R,5.0,156881.0,G,5320.0
Y,Y,6.0,156881.0,R,3432.0
B,B,7.0,156881.0,G,3856.0
Y,Y,8.0,156881.0,R,1536.0
B,B,9.0,156881.0,G,1656.0
R,R,10.0,156881.0,B,1872.0
B,B,11.0,156881.0,G,2088.0
G,G,12.0,156881.0,B,5256.0
G,G,14.0,156881.0,B,1552.0
B,B,15.0,156881.0,Y,2208.0
Y,Y,16.0,156881.0,B,1648.0
B,B,17.0,156881.0,G,1752.0
R,R,18.0,156881.0,Y,5344.0
B,B,19.0,156881.0,R,3432.0
R,R,20.0,156881.0,B,1968.0
Y,Y,21.0,156881.0,G,1440.0
R,R,22.0,156881.0,B,1599.0
G,G,23.0,156881.0,R,1711.0
R,R,24.0,156881.0,B,1560.0
B,B,25.0,156881.0,G,2856.0
G,G,26.0,156881.0,Y,1888.0
B,B,27.0,156881.0,R,1512.0
Y,Y,28.0,156881.0,G,1904.0
G,G,29.0,156881.0,B,2799.0
B,B,30.0,156881.0,Y,1648.0
Y,Y,31.0,156881.0,G,1551.0
B,B,32.0,156881.0,R,1360.0
R,R,33.0,156881.0,B,1447.0
B,B,34.0,156881.0,G,3256.0
G,G,35.0,156881.0,Y,3560.0
R,R,36.0,156881.0,G,1615.0
G,G,37.0,156881.0,R,1655.0
Y,Y,38.0,156881.0,G,1599.0
B,B,39.0,156881.0,Y,2455.0
G,G,40.0,156881.0,B,2423.0
B,B,41.0,156881.0,R,1575.0
G,G,42.0,156881.0,Y,2623.0
Y,Y,43.0,156881.0,R,1687.0
G,G,44.0,156881.0,B,1591.0
R,R,45.0,156881.0,Y,2240.0
R,R,47.0,156881.0,R,1424.0
B,B,48.0,156881.0,B,1968.0
R,R,49.0,156881.0,R,1440.0
R,R,51.0,156881.0,R,5760.0
Y,Y,52.0,156881.0,Y,3200.0
R,R,53.0,156881.0,R,1224.0
Y,Y,54.0,156881.0,Y,1104.0
B,B,55.0,156881.0,B,1360.0
G,G,56.0,156881.0,G,2152.0
R,R,57.0,156881.0,R,1248.0
B,B,58.0,156881.0,B,1152.0
G,G,59.0,156881.0,G,1504.0
R,R,60.0,156881.0,R,1592.0
G,G,61.0,156881.0,G,1400.0
R,R,62.0,156881.0,R,1096.0
G,G,63.0,156881.0,G,1016.0
Y,Y,64.0,156881.0,Y,1120.0
R,R,65.0,156881.0,R,2032.0
Y,Y,66.0,156881.0,Y,1072.0
B,B,67.0,156881.0,B,1136.0
R,R,68.0,156881.0,R,1008.0
Y,Y,69.0,156881.0,Y,976.0
B,B,70.0,156881.0,B,992.0
Y,Y,71.0,156881.0,Y,1048.0
G,G,72.0,156881.0,G,1040.0
R,R,73.0,156881.0,R,1080.0
G,G,74.0,156881.0,G,1024.0
B,B,75.0,156881.0,B,1144.0
R,R,76.0,156881.0,R,952.0
G,G,77.0,156881.0,G,1008.0
B,B,78.0,156881.0,B,1264.0
Y,Y,79.0,156881.0,Y,1000.0
B,B,80.0,156881.0,B,968.0
Y,Y,81.0,156881.0,Y,1000.0
R,R,82.0,156881.0,R,1192.0
Y,Y,83.0,156881.0,Y,944.0
B,B,84.0,156881.0,B,936.0
Y,Y,85.0,156881.0,Y,896.0
G,G,86.0,156881.0,G,936.0
Y,Y,87.0,156881.0,Y,944.0
R,R,88.0,156881.0,R,984.0
G,G,89.0,156881.0,G,1096.0
R,R,90.0,156881.0,R,984.0
G,G,3.0,156882.0,Y,4992.0
Y,Y,4.0,156882.0,R,1904.0
R,R,5.0,156882.0,G,5320.0
Y,Y,6.0,156882.0,R,3432.0
B,B,7.0,156882.0,G,3856.0
Y,Y,8.0,156882.0,R,1536.0
B,B,9.0,156882.0,G,1656.0
R,R,10.0,156882.0,B,1872.0
B,B,11.0,156882.0,G,2088.0
G,G,12.0,156882.0,B,5256.0
G,G,14.0,156882.0,B,1552.0
B,B,15.0,156882.0,Y,2208.0
Y,Y,16.0,156882.0,B,1648.0
B,B,17.0,156882.0,G,1752.0
R,R,18.0,156882.0,Y,5344.0
B,B,19.0,156882.0,R,3432.0
R,R,20.0,156882.0,B,1968.0
Y,Y,21.0,156882.0,G,1440.0
R,R,22.0,156882.0,B,1599.0
G,G,23.0,156882.0,R,1711.0
R,R,24.0,156882.0,B,1560.0
B,B,25.0,156882.0,G,2856.0
G,G,26.0,156882.0,Y,1888.0
B,B,27.0,156882.0,R,1512.0
Y,Y,28.0,156882.0,G,1904.0
G,G,29.0,156882.0,B,2799.0
B,B,30.0,156882.0,Y,1648.0
Y,Y,31.0,156882.0,G,1551.0
B,B,32.0,156882.0,R,1360.0
R,R,33.0,156882.0,B,1447.0
B,B,34.0,156882.0,G,3256.0
G,G,35.0,156882.0,Y,3560.0
R,R,36.0,156882.0,G,1615.0
G,G,37.0,156882.0,R,1655.0
Y,Y,38.0,156882.0,G,1599.0
B,B,39.0,156882.0,Y,2455.0
G,G,40.0,156882.0,B,2423.0
B,B,41.0,156882.0,R,1575.0
G,G,42.0,156882.0,Y,2623.0
Y,Y,43.0,156882.0,R,1687.0
G,G,44.0,156882.0,B,1591.0
R,R,45.0,156882.0,Y,2240.0
R,R,47.0,156882.0,R,1424.0
B,B,48.0,156882.0,B,1968.0
R,R,49.0,156882.0,R,1440.0
R,R,51.0,156882.0,R,5760.0
Y,Y,52.0,156882.0,Y,3200.0
R,R,53.0,156882.0,R,1224.0
Y,Y,54.0,156882.0,Y,1104.0
B,B,55.0,156882.0,B,1360.0
G,G,56.0,156882.0,G,2152.0
R,R,57.0,156882.0,R,1248.0
B,B,58.0,156882.0,B,1152.0
G,G,59.0,156882.0,G,1504.0
R,R,60.0,156882.0,R,1592.0
G,G,61.0,156882.0,G,1400.0
R,R,62.0,156882.0,R,1096.0
G,G,63.0,156882.0,G,1016.0
Y,Y,64.0,156882.0,Y,1120.0
R,R,65.0,156882.0,R,2032.0
Y,Y,66.0,156882.0,Y,1072.0
B,B,67.0,156882.0,B,1136.0
R,R,68.0,156882.0,R,1008.0
Y,Y,69.0,156882.0,Y,976.0
B,B,70.0,156882.0,B,992.0
Y,Y,71.0,156882.0,Y,1048.0
G,G,72.0,156882.0,G,1040.0
R,R,73.0,156882.0,R,1080.0
G,G,74.0,156882.0,G,1024.0
B,B,75.0,156882.0,B,1144.0
R,R,76.0,156882.0,R,952.0
G,G,77.0,156882.0,G,1008.0
B,B,78.0,156882.0,B,1264.0
Y,Y,79.0,156882.0,Y,1000.0
B,B,80.0,156882.0,B,968.0
Y,Y,81.0,156882.0,Y,1000.0
R,R,82.0,156882.0,R,1192.0
Y,Y,83.0,156882.0,Y,944.0
B,B,84.0,156882.0,B,936.0
Y,Y,85.0,156882.0,Y,896.0
G,G,86.0,156882.0,G,936.0
Y,Y,87.0,156882.0,Y,944.0
R,R,88.0,156882.0,R,984.0
G,G,89.0,156882.0,G,1096.0
R,R,90.0,156882.0,R,984.0
G,G,3.0,156883.0,Y,4992.0
Y,Y,4.0,156883.0,R,1904.0
R,R,5.0,156883.0,G,5320.0
Y,Y,6.0,156883.0,R,3432.0
B,B,7.0,156883.0,G,3856.0
Y,Y,8.0,156883.0,R,1536.0
B,B,9.0,156883.0,G,1656.0
R,R,10.0,156883.0,B,1872.0
B,B,11.0,156883.0,G,2088.0
G,G,12.0,156883.0,B,5256.0
G,G,14.0,156883.0,B,1552.0
B,B,15.0,156883.0,Y,2208.0
Y,Y,16.0,156883.0,B,1648.0
B,B,17.0,156883.0,G,1752.0
R,R,18.0,156883.0,Y,5344.0
B,B,19.0,156883.0,R,3432.0
R,R,20.0,156883.0,B,1968.0
Y,Y,21.0,156883.0,G,1440.0
R,R,22.0,156883.0,B,1599.0
G,G,23.0,156883.0,R,1711.0
R,R,24.0,156883.0,B,1560.0
B,B,25.0,156883.0,G,2856.0
G,G,26.0,156883.0,Y,1888.0
B,B,27.0,156883.0,R,1512.0
Y,Y,28.0,156883.0,G,1904.0
G,G,29.0,156883.0,B,2799.0
